,Danish,English,Da_ARI,En_ARI,Avg_ARI
7935,"Haider og FPÖ, tværtimod, det vil styrke dem.","On the contrary, they will strengthen them.",4.942499999999999,6.965714285714284,5.954107142857142
1397,Der skal arbejdes på ensartethed.,Uniformity needs to be worked on.,8.387999999999998,3.5500000000000007,5.968999999999999
4045,En lovændring er en forudsætning.,Change in the law is fundamental.,8.387999999999998,3.5500000000000007,5.968999999999999
3383,Vi lykønsker Dem.,We congratulate you.,3.620000000000001,8.329999999999998,5.975
1561,"Det overdrives undertiden, men sådan er det.",It is sometimes exaggerated but there it is.,7.6385714285714315,4.353750000000002,5.9961607142857165
2708,Der er planer om mere end 80 foranstaltninger.,Over 80 measures are envisaged.,5.53125,6.504000000000001,6.017625000000001
2133,Dette kan ikke længere tolereres.,This is no longer tolerable.,8.387999999999998,3.678000000000001,6.0329999999999995
2130,Dette kan ikke længere tolereres.,This is no longer tolerable.,8.387999999999998,3.678000000000001,6.0329999999999995
2127,Dette kan ikke længere tolereres.,This is no longer tolerable.,8.387999999999998,3.678000000000001,6.0329999999999995
8888,Hvordan skal der prioriteres her?,How are priorities supposed to be set here?,8.387999999999998,3.7650000000000006,6.076499999999999
461,"Desværre er dette ikke sket, men det er ikke hr.","Unfortunately, this did not happen.",1.939,10.272000000000002,6.105500000000001
5402,"Fru formand, jeg troede jeg havde tre minutter.","Madam President, I thought I had three minutes.",6.120000000000001,6.120000000000001,6.120000000000001
229,Det tredje punkt er også allerede blevet nævnt.,My third point has also been mentioned already.,6.120000000000001,6.120000000000001,6.120000000000001
9385,Mit andet kritikpunkt følger af det første.,My second criticism follows on from the first.,6.965714285714284,5.53125,6.248482142857142
7501,Jeg går ind for omkostningsfri aflevering.,I am in favour of collection free of charge.,10.615000000000002,1.9100000000000001,6.262500000000001
2745,Den argumentation afviser jeg også.,I also reject this line of argument.,10.272000000000002,2.2557142857142836,6.263857142857143
447,Det sidste punkt er af stor betydning.,This latter point is of particular importance.,3.6014285714285705,8.984285714285715,6.292857142857143
1424,Her skal der finpudses lidt bedre.,Here improvements should be made.,4.334999999999997,8.387999999999998,6.361499999999998
8522,Dermed skyder vi over målet.,We would then be overreaching ourselves.,3.678000000000001,9.044999999999998,6.3614999999999995
4111,Det er afgjort relevant.,That is most certainly relevant.,5.297499999999999,7.445999999999998,6.371749999999999
5246,Det må da være i almen økonomisk interesse.,There must be an overriding economic interest.,3.7650000000000006,8.984285714285715,6.374642857142858
7723,Disse herlige biler er ikke affald.,These splendid cars do not constitute waste.,5.120000000000001,7.6385714285714315,6.379285714285716
2678,Afstemningen finder sted torsdag kl. 12.00.,The vote will be taken at noon on Thursday.,11.399999999999999,1.3866666666666667,6.393333333333333
94,Det var beslutningen.,That was the decision.,9.899999999999999,2.942499999999999,6.421249999999999
9226,"Vi hører sammen, selvom der er problemer.","We belong together, even when there are problems.",5.620000000000001,7.297499999999999,6.45875
3092,God eftermiddag.,I wish you a good evening.,14.895000000000003,-1.9450000000000003,6.475000000000001
4531,Det første er asylspørgsmålet.,The first is asylum.,12.362500000000004,0.5874999999999986,6.475000000000001
8110,De gør deres arbejde yderst grundigt.,They will look into the matter thoroughly.,6.689999999999998,6.2928571428571445,6.491428571428571
3335,Spørgsmål nr. 44 af (H-0819/99):,Question No 44 by (H-0819/99):,7.445999999999998,5.562000000000001,6.504
3137,Spørgsmål nr. 34 af (H-0831/99):,Question No 34 by (H-0831/99):,7.445999999999998,5.562000000000001,6.504
2958,Spørgsmål nr. 29 af (H-0786/99):,Question No 29 by (H-0786/99):,7.445999999999998,5.562000000000001,6.504
3172,Spørgsmål nr. 35 af (H-0778/99):,Question No 35 by (H-0778/99):,7.445999999999998,5.562000000000001,6.504
3204,Spørgsmål nr. 36 af (H-0782/99):,Question No 36 by (H-0782/99):,7.445999999999998,5.562000000000001,6.504
3317,Spørgsmål nr. 42 af (H-0817/99):,Question No 42 by (H-0817/99):,7.445999999999998,5.562000000000001,6.504
3225,Spørgsmål nr. 37 af (H-0791/99):,Question No 37 by (H-0791/99):,7.445999999999998,5.562000000000001,6.504
3009,Spørgsmål nr. 30 af (H-0793/99):,Question No 30 by (H-0793/99):,7.445999999999998,5.562000000000001,6.504
3055,Spørgsmål nr. 31 af (H-0795/99):,Question No 31 by (H-0795/99):,7.445999999999998,5.562000000000001,6.504
3279,Spørgsmål nr. 40 af (H-0808/99):,Question No 40 by (H-0808/99):,7.445999999999998,5.562000000000001,6.504
3356,Spørgsmål nr. 45 af (H-0006/00):,Question No 45 by (H-0006/00):,7.445999999999998,5.562000000000001,6.504
6252,Skal der afholdes en regeringskonference.,Must there be an IGC?,15.924,-2.9160000000000004,6.504
4973,Spørgsmål nr. 12 af (H-0801/99):,Question No 12 by (H-0801/99):,7.445999999999998,5.562000000000001,6.504
3098,Spørgsmål nr. 33 af (H-0829/99):,Question No 33 by (H-0829/99):,7.445999999999998,5.562000000000001,6.504
2918,Spørgsmål nr. 28 af (H-0781/99):,Question No 28 by (H-0781/99):,7.445999999999998,5.562000000000001,6.504
3299,Spørgsmål nr. 41 af (H-0813/99):,Question No 41 by (H-0813/99):,7.445999999999998,5.562000000000001,6.504
3249,Spørgsmål nr. 39 af (H-0807/99):,Question No 39 by (H-0807/99):,7.445999999999998,5.562000000000001,6.504
3233,Spørgsmål nr. 38 af (H-0805/99):,Question No 38 by (H-0805/99):,7.445999999999998,5.562000000000001,6.504
7972,En sådan bekymring er uberettiget.,Such a concern is misplaced.,9.329999999999998,3.678000000000001,6.504
2558,Alt dette er velmente råd.,All this is well-intentioned advice.,1.7940000000000005,11.214000000000006,6.504000000000003
9579,For det andet er det nye modeord fleksibilitet.,"Secondly, the new ""in"" word is flexibility.",6.120000000000001,6.965714285714284,6.542857142857143
2837,Jeg hilser også hvidbogen velkommen.,I also welcome the White Paper.,11.214000000000006,1.9800000000000004,6.597000000000003
1565,Vi må tage dette ansvar alvorligt.,We need to take this responsibility seriously.,4.334999999999997,8.984285714285715,6.659642857142856
5905,Det er derfor et godt eksempel.,"This constitutes a good example, therefore.",1.9800000000000004,11.399999999999999,6.6899999999999995
1568,Der kommer vi virkelig i vanskeligheder.,That is where we really get into difficulty.,9.044999999999998,4.353750000000002,6.699375
5020,"Jeg forstår, at det er et provokerende spørgsmål.",I appreciate that it is a provocative question.,7.297499999999999,6.120000000000001,6.70875
7473,De fastsætter så selv priserne.,They would then determine their own prices.,6.504000000000001,6.965714285714284,6.734857142857143
7188,I den fælles holdning står der 2006.,The common position stipulates 2006.,2.2557142857142836,11.214000000000006,6.734857142857145
6127,Af alle prioriteter vejer dette tungest.,"Of all priorities, this one is the most pressing.",9.044999999999998,4.526666666666667,6.785833333333333
4739,"Mange tak, hr. minister.","Thank you, Minister.",5.297499999999999,8.329999999999998,6.813749999999999
3702,Selvfølgelig er det ikke acceptabelt.,It is clear that is not acceptable.,12.155999999999999,1.5828571428571436,6.869428571428571
6306,"Det er det, der skal indlede denne forhandling.",It will have to initiate these negotiations.,6.120000000000001,7.6385714285714315,6.879285714285716
7079,Derfor er der en masse ændringsforslag.,We therefore have a number of amendments.,8.260000000000002,5.620000000000001,6.940000000000001
1826,Parlamentet var positivt over for denne tekst.,Parliament voted in favour of this text.,8.984285714285715,4.947142857142854,6.965714285714284
4187,"Det håber jeg, at Europa-Parlamentet vil forstå.",I hope the House will understand that.,10.329999999999998,3.6014285714285705,6.965714285714284
4573,De blev behandlet som de værste kriminelle.,They were treated like the worst criminals.,6.965714285714284,6.965714285714284,6.965714285714284
4247,Sandhedens time nærmer sig.,The moment of truth is approaching.,8.829999999999998,5.120000000000001,6.975
1515,Forhandlingen under ét er afsluttet.,The joint debate is closed.,11.214000000000006,2.735999999999997,6.975000000000001
3500,Hr. Kinnock fremlægger sit forslag i næste måned.,Mr Kinnock will present his proposal next month.,7.297499999999999,6.708749999999998,7.003124999999999
2795,Det kan ikke fortsætte.,That cannot continue.,4.120000000000001,9.899999999999999,7.01
7116,Der findes en masse gode ændringsforslag.,There are a number of sound amendments.,9.829999999999998,4.274285714285714,7.052142857142856
8230,Det er meget muligt.,This sounds perfectly feasible.,0.5874999999999986,13.54,7.063749999999999
6259,Har man opnået resultater?,Have we achieved results?,7.6525,6.475000000000001,7.063750000000001
5687,Vi er meget skuffede.,We are extremely disappointed.,1.7650000000000006,12.362500000000004,7.063750000000002
9622,Det bedømmes Kommissionen på.,This is what the Commission will be judged on.,11.184999999999995,2.956666666666667,7.070833333333331
5736,"Tak, kære kolleger.","Thank you, ladies and gentlemen.",6.760000000000002,7.445999999999998,7.103
9818,Dette fundament er helt klart det indre marked.,That foundation is clearly the single market.,6.120000000000001,8.311428571428571,7.215714285714286
7114,Derfor har vi brug for et pressionsinstrument.,This means that we need a pressure instrument.,8.984285714285715,5.53125,7.257767857142857
5807,Det afhænger af de pågældende lovgivere.,"Well, that depends on who the legislators are.",9.044999999999998,5.53125,7.288124999999999
5650,"Det bør være vores opgave, ikke politisk poseren.","That should be our task, not political posturing.",7.297499999999999,7.297499999999999,7.297499999999999
2623,"Jeg mener, at denne budgetpost bør genindføres.",I think we should reinstate this budget line.,9.657142857142855,4.942499999999999,7.299821428571427
5765,Alle disse elementer skal være til stede.,All these elements have to apply cumulatively.,5.620000000000001,8.984285714285715,7.302142857142858
1471,Hvorfor?,Why?,16.75,-2.09,7.33
6584,Der er tale om en makrofinansiel bistand.,We are talking about macrofinancial aid.,5.620000000000001,9.044999999999998,7.3325
8792,Min gruppe vil støtte ændringsforslag 22.,My group will be supporting Amendment No. 22.,9.829999999999998,4.942499999999999,7.386249999999999
575,Dette er målene for disse retningslinjer.,This is the purpose of these guidelines.,9.829999999999998,4.947142857142854,7.388571428571426
126,"Tak, hr. Poettering.","Thank you, Mr Poettering.",8.329999999999998,6.475000000000001,7.4025
3345,Jeg takker kommissæren for svaret.,I would thank the Commissioner for her answer.,9.329999999999998,5.53125,7.430624999999999
3961,Et meget vigtigt forslag.,A very important proposal indeed.,6.475000000000001,8.387999999999998,7.4315
7586,De kan derfor ikke accepteres.,They cannot therefore be approved.,5.562000000000001,9.329999999999998,7.446
1689,Ekspertgruppen er for dette.,The Committee of Wise Men supports this.,10.0075,4.947142857142854,7.477321428571427
3186,Jeg vil gerne takke kommissæren for hendes svar.,"Thank you, Commissioner for your reply.",6.708749999999998,8.260000000000002,7.484375
6733,"Hr. kommissær, en aftale er en aftale.","Commissioner, an agreement is an agreement.",3.6014285714285705,11.399999999999999,7.500714285714285
5751,Der er to grundlæggende formål med meddelelsen.,The basic aim of the communication is twofold.,9.657142857142855,5.53125,7.594196428571427
5405,AKTUEL OG UOPSÆTTELIG DEBAT,TOPICAL AND URGENT DEBATE,8.829999999999998,6.475000000000001,7.6525
1588,Men medlemslandene har ikke spillet med.,But the Member States failed to cooperate.,9.044999999999998,6.2928571428571445,7.668928571428571
9964,Helt sikkert ikke.,Certainly not!,5.189999999999998,10.184999999999999,7.687499999999998
1682,Samling på dette afgrænsede område.,"So, unification in this small area.",10.272000000000002,5.120000000000001,7.6960000000000015
9972,Man kan drage konklusionerne.,You may draw your own conclusions.,11.184999999999995,4.334999999999997,7.759999999999996
8930,Jeg forstår jeres bekymring.,I can understand your concern.,10.0075,5.562000000000001,7.784750000000001
2451,Vi har allerede en lovgivning.,We already have legislation.,5.562000000000001,10.0075,7.784750000000001
2468,"Mange tak, fru kommissær.","Thank you very much, Commissioner.",6.475000000000001,9.329999999999998,7.9025
7618,"Mange tak, fru kommissær.","Thank you very much, Commissioner.",6.475000000000001,9.329999999999998,7.9025
794,"Mange tak, hr. kommissær.","Thank you very much, Commissioner.",6.475000000000001,9.329999999999998,7.9025
3885,Parlamentet er et særskilt emne.,Parliament is a separate subject.,7.445999999999998,8.387999999999998,7.916999999999998
2286,Der findes også gode selskaber.,There are reputable companies too.,6.504000000000001,9.329999999999998,7.917
7564,Det er endnu ikke noget uoverkommeligt problem.,It is still not an insurmountable problem.,9.657142857142855,6.2928571428571445,7.975
2598,Vi har heldigvis Golfstrømmen.,We are fortunate in having the Gulf Stream.,12.362500000000004,3.7650000000000006,8.063750000000002
3963,"Jeg forstår ikke helt, hvordan det hænger sammen.",I cannot fully grasp the underlying rationale.,7.297499999999999,8.984285714285715,8.140892857142857
85,Hr. Hänsch repræsenterede Dem dér.,Mr Hänsch represented you on this occasion.,9.329999999999998,6.965714285714284,8.147857142857141
9410,Jeg støtter udvidelsen af Den Europæiske Union.,I support the enlargement of the European Union.,9.657142857142855,6.708749999999998,8.182946428571427
3836,Måske er henvisningen til deres poster upræcis.,Perhaps the reference to the posts is imprecise.,9.657142857142855,6.708749999999998,8.182946428571427
5437,Det er meget foruroligende.,That is deeply disturbing.,8.829999999999998,7.6525,8.241249999999999
7387,De fleste tekniske spørgsmål er afklaret.,Most of the technical issues have been resolved.,9.829999999999998,6.708749999999998,8.269374999999998
5326,"Det viser, hvor vanskelige disse sager er.",This indicates how difficult these dossiers are.,6.2928571428571445,10.329999999999998,8.311428571428571
3265,Det sidste spørgsmål drejer sig om bidraget.,The last question concerns the amount granted.,7.6385714285714315,8.984285714285715,8.311428571428573
6066,Bruxelles ved bedre.,Brussels knows best.,8.329999999999998,8.329999999999998,8.329999999999998
3788,Vi ønsker ikke at afskaffe finanskontrollen.,We do not want financial control to be abolished.,12.184999999999995,4.526666666666667,8.355833333333331
2408,I sidste ende skal forureneren betale.,"Ultimately, the polluter must pay.",7.475000000000001,9.329999999999998,8.4025
3928,Personalesystemet er for stift.,The staffing system is too rigid.,13.54,3.5500000000000007,8.545
5835,Dette spørgsmål er i allerhøjeste grad aktuelt.,This issue is extremely topical.,9.657142857142855,7.445999999999998,8.551571428571426
5258,Det ville være økonomisk selvmord at fortsætte.,To continue would be economic suicide.,9.657142857142855,7.475000000000001,8.566071428571428
979,Det ene er subsidiariteten.,One is subsidiarity.,8.829999999999998,8.329999999999998,8.579999999999998
8098,Glædelig Valentins Dag!,Happy Valentine' s Day!,13.04,4.120000000000001,8.58
4939,Jeg takker rådsformanden for hans svar.,I thank the President-in-Office for his reply.,8.260000000000002,8.984285714285715,8.622142857142858
3843,Selvfølgelig kan dette kun hilses velkomment.,"Naturally, this is only to be welcomed.",12.970000000000006,4.274285714285714,8.62214285714286
3608,Det er nødvendigt med snarlige ændringer.,Urgent change is required today.,9.829999999999998,7.445999999999998,8.637999999999998
44,Hvorfor er der ingen brandinstrukser?,Why are there no fire instructions?,12.155999999999999,5.120000000000001,8.638
4976,Men der står stadig nogle spørgsmål tilbage.,But there are some questions still outstanding.,7.6385714285714315,9.657142857142855,8.647857142857143
2041,Olieforurening i Frankrig,Oil slick off the French coast,16.18,1.1950000000000003,8.6875
3925,Kommissionen har ikke personale nok.,The Commission does not have enough staff.,11.214000000000006,6.2928571428571445,8.753428571428575
7566,Vi har allerede en infrastruktur.,We already have an infrastructure.,8.387999999999998,9.329999999999998,8.858999999999998
2059,Vi afventer resultaterne med stor interesse.,We await the outcome with great interest.,12.184999999999995,5.620000000000001,8.902499999999998
7724,Derfor stemte jeg for ændringsforslagene.,That is why I voted in favour of the amendments.,15.924,1.939,8.9315
3388,Decharge 1997,1997 discharge,7.829999999999998,10.184999999999999,9.007499999999999
6421,Jeg har dog fremsat et ændringsforslag.,"Nevertheless, I have tabled an amendment.",8.260000000000002,9.829999999999998,9.045
5684,Værdier skal foretrækkes frem for magt.,Values should take precedence over power.,8.260000000000002,9.829999999999998,9.045
8822,Deres argument var tungtvejende.,Its argument was one of priority.,14.717500000000001,3.5500000000000007,9.133750000000001
5106,Det drejer sig om en styrkelse af banktilsynet.,We need stronger banking supervision.,6.120000000000001,12.155999999999999,9.138
6,(Parlamentet iagttog stående et minuts stilhed,(The House rose and observed a minute' s silence),13.754999999999995,4.526666666666667,9.140833333333331
8741,Min gruppe vil ikke støtte disse ændringsforslag.,My group will not be supporting those amendments.,11.002857142857145,7.297499999999999,9.150178571428572
2131,Endelig er der mangelen på gennemsigtighed.,"Finally, there is the lack of transparency.",11.399999999999999,6.965714285714284,9.182857142857141
1133,Det hastede derfor med at få dem moderniseret.,"For this reason, modernisation was essential.",5.53125,12.970000000000006,9.250625000000003
3711,Vores egen personalepolitik er forældet.,Our own staff policy is outdated.,14.982,3.5500000000000007,9.266
2177,De er en konsekvens af menneskenes inkonsekvens.,They are the result of human thoughtlessness.,10.329999999999998,8.311428571428571,9.320714285714285
3235,Hvilke kommissærer indgår i denne gruppe?,Which Commissioners are members of this group?,9.829999999999998,8.984285714285715,9.407142857142857
6218,Alligevel er jeg optimistisk.,"I am, however, optimistic.",11.184999999999995,7.6525,9.418749999999998
9822,Dette er Kommissionens egen undersøgelse.,This is the Commission' s own survey.,15.924,2.9285714285714306,9.426285714285715
7582,Vi kan acceptere alle disse ændringsforslag.,These amendments can all be approved.,12.184999999999995,6.689999999999998,9.437499999999996
7673,Dette formål fortjener al vores støtte.,This objective deserves our total support.,8.260000000000002,10.615000000000002,9.437500000000002
2056,Under hvilke vilkår består dette kendskab?,What are the conditions for this recognition?,10.615000000000002,8.311428571428571,9.463214285714287
822,Betænkningen er således taget af dagsordenen.,The report is hereby withdrawn from the agenda.,12.970000000000006,6.120000000000001,9.545000000000003
5434,(Bifald fra PSE-gruppen),(Applause from the PSE Group),14.61,4.620000000000001,9.615
81,(Bifald fra PSE-gruppen),(Applause from the PSE Group),14.61,4.620000000000001,9.615
7488,(Bifald fra PSE-gruppen),(Applause from the PSE Group),14.61,4.620000000000001,9.615
6747,Projektet har været langvarigt og vanskeligt.,The project has been long and problematic.,12.970000000000006,6.2928571428571445,9.631428571428575
7404,Den fælles holdning er et fornuftigt kompromis.,The common position is a reasonable compromise.,9.657142857142855,9.657142857142855,9.657142857142855
3620,De skal gennemføres hurtigst muligt.,They must be implemented without delay.,11.214000000000006,8.260000000000002,9.737000000000004
1221,Samfundet overlader sig selv til markedet.,Society is surrendering itself to the economy.,10.615000000000002,8.984285714285715,9.799642857142858
3872,Romano Prodi lovede en revolution.,Romano Prodi promised a revolution.,9.329999999999998,10.272000000000002,9.801
5139,Globaliseringen i sig selv er positiv.,"In itself, globalisation is positive.",7.475000000000001,12.155999999999999,9.8155
5043,Hermed er spørgetiden til Rådet afsluttet.,That concludes questions to the Council.,10.615000000000002,9.044999999999998,9.83
2116,Jeg kan bevidne dette bemærkelsesværdige arbejde.,I can testify to this remarkable work.,16.11,3.6014285714285705,9.855714285714285
5852,Mit andet spørgsmål angår bevisbyrden.,My second question concerns the burden of proof.,13.097999999999999,6.708749999999998,9.903374999999999
6625,Europa-Kommissionen kan ikke betale for alt.,The EU Commission cannot pay for everything.,12.184999999999995,7.6385714285714315,9.911785714285713
2399,(Formanden fratog taleren ordet),(The President cut the speaker off),14.717500000000001,5.120000000000001,9.918750000000001
798,Godkendelse af protokollen fra foregående møde,Adoption of the Minutes of the previous sitting,13.754999999999995,6.120000000000001,9.937499999999998
8083,Godkendelse af protokollen fra foregående møde,Approval of the Minutes of the previous sitting,13.754999999999995,6.120000000000001,9.937499999999998
5368,Godkendelse af protokollen fra foregående møde,Adoption of the Minutes of the previous sitting,13.754999999999995,6.120000000000001,9.937499999999998
7205,Forureneren skal betale.,The polluter should pay.,14.61,5.297499999999999,9.95375
2720,Vi må også sikre ekspertise og gennemsigtighed.,We must also ensure excellence and transparency.,9.657142857142855,10.329999999999998,9.993571428571427
8237,Det er alvorlige anklager.,These are serious allegations.,7.6525,12.362500000000004,10.007500000000002
5672,Den slags erklæringer er uacceptable!,"Well, we cannot accept such statements.",12.155999999999999,8.260000000000002,10.208
8683,Investeringerne skal have en visionær retning.,The investment needs to be visionary.,13.754999999999995,6.689999999999998,10.222499999999997
2804,"Tak for Deres erklæring, hr. kommissær.","Thank you, Commissioner, for your statement.",8.260000000000002,12.184999999999995,10.222499999999998
4090,Jeg bifalder Parlamentets støtte til dette.,I welcome Parliament's support for that.,11.399999999999999,9.044999999999998,10.222499999999998
7542,Snarere tværtimod!,It is quite the opposite.,19.604999999999997,0.8520000000000003,10.228499999999999
3511,Det gælder også for indberettere.,This also applies to whistle-blowers.,8.387999999999998,12.155999999999999,10.271999999999998
2882,Man kan ikke lovgive om forbrugernes tillid.,You cannot legislate for consumer confidence.,7.6385714285714315,12.970000000000006,10.304285714285719
8078,Afbrydelse af sessionen,Adjournment of the session,13.04,7.6525,10.34625
5797,Er det Kommissionen?,The Commission?,8.329999999999998,12.54,10.434999999999999
4114,Parlamentet har ofte påpeget dette.,Parliament has frequently made that point.,10.272000000000002,10.615000000000002,10.443500000000002
3595,Antallet af tjenestegrene er reduceret.,The number of departments has been reduced.,14.04,6.965714285714284,10.502857142857142
7070,Forhandlingen er afsluttet.,The debate is closed.,19.32,1.7650000000000006,10.5425
2471,Forhandlingen er afsluttet.,The debate is closed.,19.32,1.7650000000000006,10.5425
6572,Forhandlingen er afsluttet.,The debate is closed.,19.32,1.7650000000000006,10.5425
6491,Forhandlingen er afsluttet.,The debate is closed.,19.32,1.7650000000000006,10.5425
325,Forhandlingen er afsluttet.,The debate is closed.,19.32,1.7650000000000006,10.5425
250,Forhandlingen er afsluttet.,The debate is closed.,19.32,1.7650000000000006,10.5425
3581,Forhandlingen er afsluttet.,The debate is closed.,19.32,1.7650000000000006,10.5425
795,Forhandlingen er afsluttet.,The debate is closed.,19.32,1.7650000000000006,10.5425
7619,Forhandlingen er afsluttet.,The debate is closed.,19.32,1.7650000000000006,10.5425
4740,Forhandlingen er afsluttet.,The debate is closed.,19.32,1.7650000000000006,10.5425
6880,Forhandlingen er afsluttet.,The debate is closed.,19.32,1.7650000000000006,10.5425
6742,Forhandlingen er afsluttet.,The debate is closed.,19.32,1.7650000000000006,10.5425
5365,Forhandlingen er afsluttet.,The debate is closed.,19.32,1.7650000000000006,10.5425
628,Forhandlingen er afsluttet.,The debate is closed.,19.32,1.7650000000000006,10.5425
4124,Forhandlingen er afsluttet.,The debate is closed.,19.32,1.7650000000000006,10.5425
5910,Forhandlingen er afsluttet.,The debate is closed.,19.32,1.7650000000000006,10.5425
8911,Derfor har jeg stillet disse tre ændringsforslag.,Therefore I am putting forward three amendments.,11.002857142857145,10.329999999999998,10.666428571428572
6571,"Tak, hr. kommissær.","Thank you, Commissioner.",6.760000000000002,14.61,10.685
7068,"Tak, fru kommissær.","Thank you, Commissioner.",6.760000000000002,14.61,10.685
6879,"Tak, fru kommissær.","Thank you, Commissioner.",6.760000000000002,14.61,10.685
5908,"Tak, fru kommissær.","Thank you, Commissioner.",6.760000000000002,14.61,10.685
1567,Spørgsmålet er: Hvem skal retsforfølge?,The question is: who prosecutes?,14.04,7.445999999999998,10.742999999999999
1468,Mange talere har understreget dette.,Many speakers have underlined this.,11.214000000000006,10.272000000000002,10.743000000000004
7846,"stemmernes vægtningsfaktor i Rådet,",weighting of votes in the Council,18.25,3.5500000000000007,10.9
8981,Kommissionen bør forfølge denne kurs.,The Commission must continue along these lines.,12.155999999999999,9.657142857142855,10.906571428571427
3884,Denne betænkning handler om Kommissionen.,This report is about the Commission.,15.924,5.905000000000001,10.9145
5743,Forsigtighedsprincippet er ikke et nyt koncept.,The precautionary principle is not a new concept.,14.54,7.297499999999999,10.91875
3058,Er oplysningen korrekt?,Are these reports accurate?,13.04,8.829999999999998,10.934999999999999
4545,Lige som førhen står mange spørgsmål åbne.,Numerous questions are still outstanding.,6.2928571428571445,15.924,11.108428571428572
1514,"Tak, kommissær Monti.","Thank you, Commissioner Monti.",9.899999999999999,12.362500000000004,11.131250000000001
8095,"Fru formand, til forretningsordenen.","Madam President, on a point of order.",19.427500000000002,2.9285714285714306,11.178035714285716
8104,"Fru formand, til forretningsordenen.","Madam President, on a point of order.",19.427500000000002,2.9285714285714306,11.178035714285716
8089,"Fru formand, til forretningsordenen.","Madam President, on a point of order.",19.427500000000002,2.9285714285714306,11.178035714285716
2718,Det første hovedprincip er uafhængighed.,The first key concern is independence.,14.982,7.475000000000001,11.2285
4522,"Scoreboard, lyder på tysk næsten som skateboard.",Scoreboard sounds like skateboard in German.,10.329999999999998,12.184999999999995,11.257499999999997
2946,Jeg har forklaret Kommissionens holdning.,I have explained the position of the Commission.,15.924,6.708749999999998,11.316374999999999
1688,Parlamentet er for dette.,Parliament supports this.,6.475000000000001,16.18,11.3275
7867,Er hysteriet spontant?,Is this hysteria spontaneous?,11.470000000000006,11.184999999999995,11.3275
8081,Genoptagelse af sessionen,Resumption of the session,16.18,6.475000000000001,11.3275
0,Genoptagelse af sessionen,Resumption of the session,16.18,6.475000000000001,11.3275
5376,Genoptagelse af sessionen,Resumption of the session,16.18,6.475000000000001,11.3275
4694,(Formanden afbrød taleren),(The President cut the speaker off),17.75,5.120000000000001,11.435
7880,(Formanden afbrød taleren),(The President cut the speaker off),17.75,5.120000000000001,11.435
2654,(Formanden afbrød taleren),(The President cut the speaker off),17.75,5.120000000000001,11.435
5520,(Formanden afbrød taleren),(The President cut the speaker off),17.75,5.120000000000001,11.435
6076,(Formanden afbrød taleren),(The President cut the speaker off),17.75,5.120000000000001,11.435
6011,Derfor er gennemskuelighed påkrævet.,That is why we need transparency.,19.427500000000002,3.5500000000000007,11.488750000000001
6237,Skotland vil blive fuldstændig usynligt!,It will become totally invisible!,14.982,8.387999999999998,11.684999999999999
3968,Til sidst spørgsmålet om tjenestemændene.,"Finally, the issue of officials.",15.924,7.445999999999998,11.684999999999999
5734,"Tak, hr. kommissær Kinnock.","Thank you, Commissioner Kinnock.",8.829999999999998,14.717500000000001,11.77375
161,(Den således ændrede dagsorden godkendtes),(The order of business was adopted thus amended),16.866,6.708749999999998,11.787374999999999
7637,(Det fælles udkast godkendtes),(Parliament approved the joint text),12.362500000000004,11.214000000000006,11.788250000000005
7633,(Det fælles udkast godkendtes),(Parliament approved the joint text),12.362500000000004,11.214000000000006,11.788250000000005
7635,(Det fælles udkast godkendtes),(Parliament approved the joint text),12.362500000000004,11.214000000000006,11.788250000000005
6744,Altener,ALTENER,12.04,12.04,12.04
1781,AFSTEMNING,VOTE,26.17,-2.09,12.040000000000001
7621,AFSTEMNING,Vote,26.17,-2.09,12.040000000000001
6490,"Mange tak, hr. kommissær Bolkestein.","Thank you very much, Commissioner Bolkestein.",11.214000000000006,12.970000000000006,12.092000000000006
2057,Hvilke garantier eksisterer der for pålidelighed?,What guarantees are there of its reliability?,16.11,8.311428571428571,12.210714285714285
9586,Det er gennemskuelighed!,That is transparency.,14.61,9.899999999999999,12.254999999999999
4321,Desværre ikke ret meget.,"Unfortunately, very little.",5.297499999999999,19.32,12.30875
902,EKSF-traktaten udløber snart.,The ECSC Treaty is due to expire shortly.,22.46,2.5874999999999986,12.52375
1094,Markedskræfterne kan ramme på forkert måde.,Vulnerable people find themselves hardest hit.,11.399999999999999,13.754999999999995,12.577499999999997
3580,"Mange tak, fru kommissær Schreyer.","Thank you, Commissioner Schreyer.",9.329999999999998,15.895000000000003,12.6125
2084,Beslutningsforslagenes tid er forbi.,The time for resolutions has passed.,19.427500000000002,5.905000000000001,12.666250000000002
8077,Hermed er afstemningstiden afsluttet.,That concludes the vote.,20.604999999999997,5.297499999999999,12.951249999999998
6471,De øvrige ændringsforslag er ikke acceptable.,The other amendments are unacceptable.,12.970000000000006,13.097999999999999,13.034000000000002
9574,For det første slanke sig.,"First, streamlining.",1.7940000000000005,24.314999999999998,13.054499999999999
1959,Betænkning af von Wogau (A5-0069/1999),von Wogau Report (A5-0069/1999),13.097999999999999,13.54,13.318999999999999
109,(Bifald fra PPE-DE-gruppen),(Applause from the PPE-DE Group),19.32,7.445999999999998,13.383
2128,Dernæst er der bekvemmelighedsflagene.,"Next, we have flags of convenience.",21.7825,5.120000000000001,13.45125
2372,Stater kan udføre havneinspektioner.,States can carry out port inspections.,19.427500000000002,7.475000000000001,13.451250000000002
